date,open,high,low,close,volume
2024-04-01 09:49:00,2976.8,2978.05,2976.55,2977.45,2711
2024-04-01 09:50:00,2977.45,2978.35,2977.0,2977.35,6686
2024-04-01 09:51:00,2977.9,2978.5,2976.55,2977.5,3731
2024-04-01 09:52:00,2977.5,2978.45,2977.0,2978.45,4580
2024-04-01 09:53:00,2977.65,2978.7,2977.5,2978.2,3908
2024-04-01 09:54:00,2978.2,2978.3,2977.0,2977.65,2158
2024-04-01 09:55:00,2977.5,2980.0,2976.2,2979.9,11192
2024-04-01 09:56:00,2979.7,2980.05,2978.35,2978.8,4139
2024-04-01 09:57:00,2978.8,2979.9,2977.6,2979.4,33323
2024-04-01 09:58:00,2979.1,2980.45,2979.0,2980.3,2511
2024-04-01 09:59:00,2979.45,2981.0,2979.45,2980.0,6866
2024-04-01 10:00:00,2980.75,2980.75,2979.45,2980.45,3575
2024-04-01 10:01:00,2980.0,2980.7,2980.0,2980.5,2691
2024-04-01 10:02:00,2980.5,2980.5,2979.0,2979.5,3575
2024-04-01 10:03:00,2979.5,2979.5,2978.5,2978.95,2229
2024-04-01 10:04:00,2978.95,2978.95,2977.05,2977.1,3220
2024-04-01 10:05:00,2977.1,2977.65,2975.2,2976.45,5572
2024-04-01 10:06:00,2976.5,2977.3,2975.45,2976.7,7579
2024-04-01 10:07:00,2976.7,2976.7,2975.0,2976.0,5321
2024-04-01 10:08:00,2976.35,2978.65,2976.1,2978.4,6968
2024-04-01 10:09:00,2978.4,2978.4,2976.95,2976.95,1249
2024-04-01 10:10:00,2976.95,2976.95,2976.0,2976.45,2123
2024-04-01 10:11:00,2976.45,2978.05,2976.0,2978.05,3673
2024-04-01 10:12:00,2977.9,2978.05,2976.4,2977.35,2248
2024-04-01 10:13:00,2977.3,2977.95,2976.4,2977.5,1587
2024-04-01 10:14:00,2977.95,2978.85,2977.6,2978.8,1859
2024-04-01 10:15:00,2978.8,2979.75,2978.1,2979.5,8542
2024-04-01 10:16:00,2979.5,2979.85,2979.15,2979.85,1707
2024-04-01 10:17:00,2979.85,2980.9,2979.4,2980.9,5547
2024-04-01 10:18:00,2980.9,2982.95,2980.4,2982.05,7002
2024-04-01 10:19:00,2982.35,2982.85,2982.0,2982.8,4261
2024-04-01 10:20:00,2982.5,2983.0,2980.5,2980.5,5614
2024-04-01 10:21:00,2980.5,2980.6,2977.0,2978.0,9637
2024-04-01 10:22:00,2978.0,2980.05,2977.75,2980.05,8729
2024-04-01 10:23:00,2980.05,2980.1,2979.25,2979.55,1973
2024-04-01 10:24:00,2979.6,2980.1,2979.05,2979.3,2635
2024-04-01 10:25:00,2979.15,2979.3,2977.35,2978.2,2048
2024-04-01 10:26:00,2978.2,2978.2,2977.1,2977.7,1916
2024-04-01 10:27:00,2977.15,2978.0,2977.05,2977.9,1067
2024-04-01 10:28:00,2977.5,2977.95,2977.0,2977.55,1207
2024-04-01 10:29:00,2977.55,2977.55,2976.1,2977.15,4262
2024-04-01 10:30:00,2977.05,2977.15,2975.1,2975.25,3434
2024-04-01 10:31:00,2975.7,2976.75,2975.1,2975.15,2203
2024-04-01 10:32:00,2975.15,2975.5,2973.0,2974.6,12802
2024-04-01 10:33:00,2974.6,2974.6,2973.25,2973.65,8173
2024-04-01 10:34:00,2973.65,2974.95,2973.65,2974.8,3695
2024-04-01 10:35:00,2974.8,2975.45,2974.05,2974.6,2605
2024-04-01 10:36:00,2974.6,2975.5,2974.0,2975.45,2984
2024-04-01 10:37:00,2975.45,2975.5,2974.05,2975.0,4502
2024-04-01 10:38:00,2975.25,2975.5,2974.7,2975.45,1997
2024-04-01 10:39:00,2975.45,2975.95,2975.3,2975.95,2586
2024-04-01 10:40:00,2975.95,2978.35,2975.9,2978.05,3219
2024-04-01 10:41:00,2978.05,2978.05,2976.6,2977.65,1368
2024-04-01 10:42:00,2977.3,2978.45,2977.0,2978.45,1509
2024-04-01 10:43:00,2977.7,2979.0,2975.95,2975.95,2441
2024-04-01 10:44:00,2976.1,2976.15,2974.25,2975.0,4035
2024-04-01 10:45:00,2975.0,2975.0,2974.1,2974.2,8228
2024-04-01 10:46:00,2974.15,2974.2,2973.6,2973.6,3599
2024-04-01 10:47:00,2973.8,2974.2,2973.0,2974.2,4740
2024-04-01 10:48:00,2974.25,2975.65,2974.25,2975.4,9248
2024-04-01 10:49:00,2975.4,2976.65,2975.2,2976.0,2742
2024-04-01 10:50:00,2976.2,2976.2,2975.0,2975.7,3857
2024-04-01 10:51:00,2975.7,2977.9,2975.2,2977.0,11564
2024-04-01 10:52:00,2977.0,2977.75,2976.15,2977.35,2004
2024-04-01 10:53:00,2977.35,2978.0,2977.05,2977.95,2928
2024-04-01 10:54:00,2977.95,2979.25,2977.8,2979.15,3117
2024-04-01 10:55:00,2978.8,2979.15,2977.1,2977.7,2488
2024-04-01 10:56:00,2977.75,2978.0,2977.15,2977.3,1232
2024-04-01 10:57:00,2977.5,2977.7,2976.55,2977.5,3190
2024-04-01 10:58:00,2977.4,2978.0,2977.4,2977.9,971
2024-04-01 10:59:00,2977.9,2978.95,2977.65,2977.65,2565
2024-04-01 11:00:00,2978.5,2978.6,2977.7,2978.05,2137
2024-04-01 11:01:00,2978.35,2979.8,2978.05,2979.8,3465
2024-04-01 11:02:00,2979.3,2980.0,2978.35,2979.0,15148
2024-04-01 11:03:00,2978.7,2979.0,2976.05,2976.6,2421
2024-04-01 11:04:00,2976.25,2976.6,2975.55,2976.0,3218
2024-04-01 11:05:00,2976.0,2976.0,2975.05,2975.95,6115
2024-04-01 11:06:00,2975.85,2976.0,2975.0,2975.95,4661
2024-04-01 11:07:00,2975.6,2976.95,2975.55,2976.5,3162
2024-04-01 11:08:00,2976.6,2977.45,2976.55,2977.0,2446
2024-04-01 11:09:00,2976.85,2977.0,2974.6,2974.85,7817
2024-04-01 11:10:00,2974.75,2974.85,2973.55,2973.6,7159
2024-04-01 11:11:00,2974.0,2974.1,2973.4,2973.65,7936
2024-04-01 11:12:00,2974.0,2976.85,2973.65,2976.1,5400
2024-04-01 11:13:00,2976.1,2976.15,2973.6,2973.6,10504
2024-04-01 11:14:00,2973.65,2975.65,2972.65,2975.5,17035
2024-04-01 11:15:00,2975.5,2976.6,2975.05,2976.2,3437
2024-04-01 11:16:00,2976.55,2977.1,2975.1,2975.2,5656
2024-04-01 11:17:00,2975.25,2976.15,2973.8,2974.3,28005
2024-04-01 11:18:00,2974.3,2975.65,2974.0,2975.15,10042
2024-04-01 11:19:00,2975.15,2975.55,2974.35,2975.15,3012
2024-04-01 11:20:00,2975.15,2975.95,2974.1,2974.7,1412
2024-04-01 11:21:00,2974.7,2974.7,2972.5,2973.0,20295
2024-04-01 11:22:00,2973.0,2973.35,2972.05,2973.0,9215
2024-04-01 11:23:00,2973.0,2974.0,2972.05,2973.0,5091
2024-04-01 11:24:00,2973.0,2973.0,2970.0,2970.0,22374
2024-04-01 11:25:00,2970.0,2970.35,2968.4,2969.0,22396
2024-04-01 11:26:00,2969.4,2970.7,2969.0,2970.35,7621
2024-04-01 11:27:00,2970.35,2971.0,2970.0,2970.65,3452
2024-04-01 11:28:00,2970.65,2971.0,2970.55,2971.0,1223
2024-04-01 11:29:00,2971.0,2972.25,2970.95,2972.0,2800
2024-04-01 11:30:00,2972.2,2974.8,2972.05,2974.35,4480
2024-04-01 11:31:00,2973.9,2973.9,2970.05,2972.7,12316
2024-04-01 11:32:00,2971.75,2972.7,2971.5,2972.35,5256
2024-04-01 11:33:00,2972.35,2972.35,2971.1,2971.5,1785
2024-04-01 11:34:00,2971.15,2971.65,2971.15,2971.5,1557
2024-04-01 11:35:00,2971.35,2971.5,2970.5,2970.9,2595
2024-04-01 11:36:00,2970.75,2971.3,2970.2,2971.25,2029
2024-04-01 11:37:00,2971.25,2971.35,2970.0,2970.75,2501
2024-04-01 11:38:00,2970.75,2972.75,2970.35,2971.35,4563
2024-04-01 11:39:00,2971.3,2971.55,2970.85,2971.25,2672
2024-04-01 11:40:00,2971.05,2971.25,2970.75,2971.0,1617
2024-04-01 11:41:00,2971.05,2971.5,2971.05,2971.4,1107
2024-04-01 11:42:00,2971.45,2971.9,2971.4,2971.7,1044
2024-04-01 11:43:00,2971.7,2971.7,2970.05,2970.5,2419
2024-04-01 11:44:00,2970.5,2971.8,2970.0,2971.0,4003
2024-04-01 11:45:00,2971.0,2971.8,2970.6,2970.6,1160
2024-04-01 11:46:00,2970.6,2971.0,2970.5,2971.0,5451
2024-04-01 11:47:00,2970.75,2971.9,2970.6,2971.6,7893
2024-04-01 11:48:00,2971.05,2971.7,2971.05,2971.4,2619
2024-04-01 11:49:00,2971.15,2972.7,2971.15,2972.1,4318
2024-04-01 11:50:00,2972.25,2973.55,2971.6,2972.9,10090
2024-04-01 11:51:00,2972.1,2973.55,2971.8,2972.95,4818
2024-04-01 11:52:00,2972.8,2973.5,2972.4,2973.0,2949
2024-04-01 11:53:00,2973.0,2973.4,2972.0,2972.05,4893
2024-04-01 11:54:00,2972.05,2973.0,2972.0,2972.55,2585
2024-04-01 11:55:00,2972.1,2972.6,2972.0,2972.55,1640
2024-04-01 11:56:00,2972.3,2972.6,2972.0,2972.5,7924
2024-04-01 11:57:00,2972.55,2973.05,2972.45,2973.05,1719
2024-04-01 11:58:00,2973.0,2973.5,2973.0,2973.4,2783
2024-04-01 11:59:00,2973.4,2974.85,2973.25,2974.55,8174
2024-04-01 12:00:00,2974.55,2974.9,2974.15,2974.5,3326
2024-04-01 12:01:00,2974.5,2975.0,2974.25,2975.0,4818
2024-04-01 12:02:00,2975.05,2976.5,2975.05,2976.5,6106
2024-04-01 12:03:00,2976.0,2976.5,2974.6,2975.3,3667
2024-04-01 12:04:00,2975.85,2976.0,2975.0,2975.45,1821
2024-04-01 12:05:00,2975.45,2976.0,2975.0,2975.5,2927
2024-04-01 12:06:00,2975.7,2975.7,2974.3,2975.35,5951
2024-04-01 12:07:00,2975.35,2975.5,2974.3,2975.05,3912
2024-04-01 12:08:00,2974.35,2975.05,2973.0,2973.4,6297
2024-04-01 12:09:00,2973.4,2974.0,2973.2,2973.3,1184
2024-04-01 12:10:00,2973.3,2974.95,2973.15,2974.0,4376
2024-04-01 12:11:00,2974.0,2975.0,2973.15,2973.9,6139
2024-04-01 12:12:00,2973.95,2974.5,2973.0,2973.05,2842
2024-04-01 12:13:00,2973.05,2974.0,2973.0,2973.7,2319
2024-04-01 12:14:00,2973.7,2974.35,2973.0,2973.45,4313
2024-04-01 12:15:00,2973.5,2974.25,2973.45,2974.25,15413
2024-04-01 12:16:00,2974.05,2975.7,2974.05,2975.3,3405
2024-04-01 12:17:00,2975.05,2975.4,2974.4,2974.95,3710
2024-04-01 12:18:00,2974.7,2974.95,2974.0,2974.35,2197
2024-04-01 12:19:00,2974.35,2975.3,2974.3,2975.0,1369
2024-04-01 12:20:00,2975.0,2976.0,2975.0,2975.65,2802
2024-04-01 12:21:00,2975.95,2976.0,2975.7,2976.0,12887
2024-04-01 12:22:00,2976.0,2978.0,2975.95,2978.0,17808
2024-04-01 12:23:00,2977.75,2978.0,2977.0,2978.0,8085
2024-04-01 12:24:00,2978.0,2978.0,2976.3,2977.25,5866
2024-04-01 12:25:00,2977.0,2977.55,2976.3,2976.85,4889
2024-04-01 12:26:00,2976.3,2976.85,2976.0,2976.5,1886
2024-04-01 12:27:00,2976.5,2977.0,2976.25,2977.0,2251
2024-04-01 12:28:00,2977.0,2978.0,2976.5,2978.0,7083
2024-04-01 12:29:00,2978.0,2978.1,2977.05,2977.15,9833
2024-04-01 12:30:00,2977.15,2977.15,2977.0,2977.05,1158
2024-04-01 12:31:00,2977.05,2977.05,2977.0,2977.0,1419
2024-04-01 12:32:00,2977.05,2977.3,2977.0,2977.0,8377
2024-04-01 12:33:00,2977.05,2977.05,2976.8,2977.0,2635
2024-04-01 12:34:00,2977.05,2977.05,2977.0,2977.0,3128
2024-04-01 12:35:00,2977.0,2977.05,2976.8,2977.0,7974
2024-04-01 12:36:00,2977.0,2977.9,2976.25,2977.7,3290
2024-04-01 12:37:00,2977.7,2977.7,2977.0,2977.25,1371
2024-04-01 12:38:00,2977.1,2977.25,2976.8,2977.05,3780
2024-04-01 12:39:00,2977.05,2977.05,2976.8,2977.0,1871
2024-04-01 12:40:00,2977.0,2977.1,2976.9,2977.0,2941
2024-04-01 12:41:00,2977.15,2977.4,2976.3,2976.45,9830
2024-04-01 12:42:00,2977.25,2977.3,2975.0,2976.55,4753
2024-04-01 12:43:00,2976.55,2976.7,2975.0,2975.4,2720
2024-04-01 12:44:00,2975.4,2976.35,2975.0,2975.35,1528
2024-04-01 12:45:00,2976.0,2976.0,2975.0,2975.45,4683
2024-04-01 12:46:00,2975.5,2975.95,2973.75,2974.55,2685
2024-04-01 12:47:00,2973.7,2974.5,2972.0,2973.15,9615
2024-04-01 12:48:00,2974.0,2974.25,2973.35,2973.65,1238
2024-04-01 12:49:00,2973.65,2973.65,2972.0,2972.7,4144
2024-04-01 12:50:00,2972.7,2974.55,2972.35,2973.4,2265
2024-04-01 12:51:00,2973.0,2973.4,2972.2,2972.35,2328
2024-04-01 12:52:00,2972.3,2973.9,2971.0,2971.35,6750
2024-04-01 12:53:00,2971.15,2972.45,2971.0,2971.65,4355
2024-04-01 12:54:00,2971.3,2972.2,2970.9,2970.9,2193
2024-04-01 12:55:00,2971.15,2972.5,2970.15,2972.5,3935
2024-04-01 12:56:00,2972.7,2972.9,2971.35,2972.1,2220
2024-04-01 12:57:00,2972.15,2972.25,2971.6,2971.9,3916
2024-04-01 12:58:00,2971.9,2973.75,2971.8,2973.0,8187
2024-04-01 12:59:00,2973.0,2973.85,2972.2,2973.5,6993
2024-04-01 13:00:00,2973.5,2974.0,2973.15,2973.6,1821
2024-04-01 13:01:00,2973.7,2974.0,2973.2,2973.5,6523
2024-04-01 13:02:00,2973.65,2975.0,2972.95,2974.0,8368
2024-04-01 13:03:00,2974.0,2974.1,2971.75,2971.8,7297
2024-04-01 13:04:00,2971.8,2971.8,2969.75,2970.3,22370
2024-04-01 13:05:00,2970.3,2970.3,2966.1,2969.5,18572
2024-04-01 13:06:00,2969.5,2969.5,2967.65,2968.9,8112
2024-04-01 13:07:00,2968.4,2969.0,2967.1,2967.65,6069
2024-04-01 13:08:00,2967.65,2969.0,2967.2,2968.7,6031
2024-04-01 13:09:00,2968.7,2969.1,2968.45,2968.5,3388
2024-04-01 13:10:00,2968.7,2970.0,2968.45,2969.45,1937
2024-04-01 13:11:00,2969.45,2969.9,2968.6,2969.4,4889
2024-04-01 13:12:00,2969.4,2969.9,2968.7,2969.35,2237
2024-04-01 13:13:00,2969.3,2970.0,2969.05,2969.7,3942
2024-04-01 13:14:00,2969.25,2969.95,2969.25,2969.65,3706
2024-04-01 13:15:00,2969.65,2971.55,2969.4,2971.5,10253
2024-04-01 13:16:00,2971.5,2971.5,2970.0,2970.2,4784
2024-04-01 13:17:00,2970.7,2970.7,2970.2,2970.5,3444
2024-04-01 13:18:00,2970.5,2971.45,2969.5,2969.7,7618
2024-04-01 13:19:00,2969.7,2969.95,2969.0,2969.95,6584
2024-04-01 13:20:00,2969.45,2969.9,2969.0,2969.15,4992
2024-04-01 13:21:00,2969.15,2969.3,2968.1,2968.9,4696
2024-04-01 13:22:00,2968.45,2968.55,2968.0,2968.05,4727
2024-04-01 13:23:00,2968.05,2968.05,2967.0,2967.2,4491
2024-04-01 13:24:00,2967.35,2968.0,2966.7,2966.7,5495
2024-04-01 13:25:00,2967.1,2967.9,2966.5,2967.5,4083
2024-04-01 13:26:00,2967.5,2967.55,2966.75,2967.2,4453
2024-04-01 13:27:00,2967.2,2967.45,2966.1,2967.0,5265
2024-04-01 13:28:00,2967.0,2967.1,2966.15,2967.1,4679
2024-04-01 13:29:00,2967.1,2968.25,2966.3,2967.5,5021
2024-04-01 13:30:00,2968.25,2970.0,2967.7,2969.4,6982
2024-04-01 13:31:00,2970.0,2970.0,2969.1,2970.0,10698
2024-04-01 13:32:00,2970.0,2970.25,2969.2,2970.25,4916
2024-04-01 13:33:00,2970.25,2970.4,2969.8,2970.4,3807
2024-04-01 13:34:00,2970.4,2970.65,2969.65,2970.2,5494
2024-04-01 13:35:00,2970.2,2971.75,2970.05,2971.3,4413
2024-04-01 13:36:00,2971.3,2972.5,2971.1,2972.35,5428
2024-04-01 13:37:00,2972.0,2972.85,2971.3,2972.25,6373
2024-04-01 13:38:00,2972.3,2972.75,2971.45,2972.55,3244
2024-04-01 13:39:00,2971.5,2972.45,2971.45,2972.4,3905
2024-04-01 13:40:00,2972.4,2972.85,2970.8,2971.55,5387
2024-04-01 13:41:00,2971.55,2973.05,2970.6,2973.05,5893
2024-04-01 13:42:00,2973.0,2973.0,2971.0,2971.85,3742
2024-04-01 13:43:00,2971.0,2971.85,2970.25,2971.25,3160
2024-04-01 13:44:00,2971.25,2972.1,2970.0,2970.7,4708
2024-04-01 13:45:00,2970.7,2971.7,2970.15,2970.45,4049
2024-04-01 13:46:00,2970.65,2971.45,2969.45,2969.85,4955
2024-04-01 13:47:00,2970.3,2971.0,2969.45,2971.0,4562
2024-04-01 13:48:00,2970.8,2971.0,2969.7,2970.35,3685
2024-04-01 13:49:00,2970.35,2971.75,2970.0,2971.7,4428
2024-04-01 13:50:00,2970.95,2971.75,2969.5,2970.1,6672
2024-04-01 13:51:00,2970.1,2970.1,2968.55,2968.65,3621
2024-04-01 13:52:00,2968.05,2969.6,2968.0,2969.6,4937
2024-04-01 13:53:00,2969.55,2969.75,2969.05,2969.75,3610
2024-04-01 13:54:00,2969.75,2969.75,2968.8,2969.05,2889
2024-04-01 13:55:00,2969.05,2970.0,2968.3,2970.0,3344
2024-04-01 13:56:00,2970.0,2971.1,2969.55,2970.75,4467
2024-04-01 13:57:00,2970.75,2971.0,2970.5,2971.0,3628
2024-04-01 13:58:00,2970.9,2971.7,2970.7,2971.7,3435
2024-04-01 13:59:00,2971.7,2971.95,2971.6,2971.95,3507
2024-04-01 14:00:00,2971.95,2971.95,2971.3,2971.85,4203
2024-04-01 14:01:00,2971.2,2971.85,2970.5,2970.85,3061
2024-04-01 14:02:00,2970.7,2971.25,2969.6,2971.15,3062
2024-04-01 14:03:00,2970.6,2971.15,2969.85,2970.65,2960
2024-04-01 14:04:00,2970.45,2971.9,2970.2,2971.85,3495
2024-04-01 14:05:00,2971.85,2971.85,2970.55,2971.2,3235
2024-04-01 14:06:00,2971.2,2972.95,2971.2,2972.95,5900
2024-04-01 14:07:00,2972.85,2973.95,2972.35,2973.0,6569
2024-04-01 14:08:00,2972.5,2973.0,2971.2,2971.75,2820
2024-04-01 14:09:00,2972.15,2972.95,2970.75,2971.0,3529
2024-04-01 14:10:00,2971.2,2971.55,2970.55,2971.5,9513
2024-04-01 14:11:00,2971.2,2972.35,2970.4,2971.7,9416
2024-04-01 14:12:00,2971.7,2973.0,2971.65,2972.05,4595
2024-04-01 14:13:00,2972.35,2972.85,2970.95,2971.55,15175
2024-04-01 14:14:00,2971.55,2971.55,2968.9,2969.35,3868
2024-04-01 14:15:00,2968.9,2969.3,2968.25,2969.05,3754
2024-04-01 14:16:00,2969.05,2970.0,2968.5,2969.55,3339
2024-04-01 14:17:00,2969.45,2970.0,2969.3,2970.0,3085
2024-04-01 14:18:00,2969.7,2969.85,2969.4,2969.5,3001
2024-04-01 14:19:00,2969.55,2970.0,2969.1,2970.0,5619
2024-04-01 14:20:00,2970.0,2970.95,2968.95,2969.6,11625
2024-04-01 14:21:00,2969.6,2971.85,2969.6,2970.9,3455
2024-04-01 14:22:00,2970.9,2970.95,2969.35,2970.0,3221
2024-04-01 14:23:00,2970.0,2970.0,2968.75,2969.35,3627
2024-04-01 14:24:00,2969.35,2969.9,2969.3,2969.7,4162
2024-04-01 14:25:00,2969.7,2969.7,2969.05,2969.5,4368
2024-04-01 14:26:00,2969.65,2970.0,2969.0,2969.85,3575
2024-04-01 14:27:00,2969.85,2970.0,2969.6,2969.65,3240
2024-04-01 14:28:00,2969.55,2969.95,2969.15,2969.95,3759
2024-04-01 14:29:00,2969.95,2970.0,2969.15,2970.0,12678
2024-04-01 14:30:00,2970.05,2970.3,2969.5,2970.05,3995
2024-04-01 14:31:00,2970.05,2970.4,2969.85,2970.25,3151
2024-04-01 14:32:00,2970.0,2971.4,2970.0,2971.25,6223
2024-04-01 14:33:00,2971.35,2971.4,2970.5,2971.0,9080
2024-04-01 14:34:00,2970.95,2971.0,2968.15,2968.6,2943
2024-04-01 14:35:00,2968.7,2969.75,2968.55,2968.8,5243
2024-04-01 14:36:00,2968.65,2968.65,2967.0,2967.55,11696
2024-04-01 14:37:00,2967.4,2968.7,2967.0,2967.95,7581
2024-04-01 14:38:00,2967.6,2969.5,2967.5,2967.5,3989
2024-04-01 14:39:00,2968.25,2969.35,2967.25,2968.1,4324
2024-04-01 14:40:00,2968.05,2969.0,2967.0,2968.65,9275
2024-04-01 14:41:00,2968.65,2968.75,2966.2,2967.25,3752
2024-04-01 14:42:00,2966.35,2967.05,2966.35,2966.9,4323
2024-04-01 14:43:00,2966.9,2967.0,2965.1,2965.7,17059
2024-04-01 14:44:00,2965.7,2966.0,2965.05,2965.05,4195
2024-04-01 14:45:00,2965.05,2967.0,2965.0,2966.95,6589
2024-04-01 14:46:00,2966.95,2968.15,2966.5,2967.45,21387
2024-04-01 14:47:00,2967.2,2968.2,2967.2,2967.5,3939
2024-04-01 14:48:00,2967.6,2967.9,2965.7,2966.95,5719
2024-04-01 14:49:00,2966.95,2968.0,2966.8,2967.6,4247
2024-04-01 14:50:00,2967.5,2970.0,2967.5,2969.4,6750
2024-04-01 14:51:00,2969.1,2969.65,2967.75,2968.25,4439
2024-04-01 14:52:00,2968.15,2969.55,2968.1,2969.25,4222
2024-04-01 14:53:00,2969.25,2969.4,2968.0,2968.25,3254
2024-04-01 14:54:00,2968.2,2968.4,2968.05,2968.4,5443
2024-04-01 14:55:00,2968.35,2968.35,2967.45,2967.9,3958
2024-04-01 14:56:00,2967.9,2967.9,2967.0,2967.1,3383
2024-04-01 14:57:00,2967.1,2970.85,2967.1,2969.65,19790
2024-04-01 14:58:00,2969.2,2969.75,2967.8,2968.4,5622
2024-04-01 14:59:00,2968.6,2970.5,2968.5,2969.1,5289
2024-04-01 15:00:00,2969.1,2970.0,2968.2,2969.7,8244
2024-04-01 15:01:00,2969.7,2971.0,2969.55,2971.0,15667
2024-04-01 15:02:00,2969.95,2970.9,2969.95,2970.35,10446
2024-04-01 15:03:00,2970.35,2970.9,2969.95,2970.15,9681
2024-04-01 15:04:00,2970.1,2970.9,2970.1,2970.85,6825
2024-04-01 15:05:00,2970.9,2971.25,2970.7,2971.0,10649
2024-04-01 15:06:00,2971.05,2971.15,2970.05,2970.4,7793
2024-04-01 15:07:00,2970.4,2970.4,2969.55,2969.95,6648
2024-04-01 15:08:00,2969.85,2970.4,2969.0,2969.9,9857
2024-04-01 15:09:00,2970.0,2971.95,2969.85,2971.95,35379
2024-04-01 15:10:00,2971.7,2972.65,2970.8,2972.5,11919
2024-04-01 15:11:00,2972.4,2973.0,2972.0,2972.05,22499
2024-04-01 15:12:00,2972.15,2972.15,2970.0,2970.55,6226
2024-04-01 15:13:00,2970.7,2970.7,2969.45,2969.95,9255
2024-04-01 15:14:00,2970.0,2971.0,2969.9,2970.3,13780
2024-04-01 15:15:00,2970.3,2970.85,2969.4,2970.55,13126
2024-04-01 15:16:00,2970.3,2971.0,2970.0,2970.65,9537
2024-04-01 15:17:00,2970.7,2970.7,2968.7,2969.6,13268
2024-04-01 15:18:00,2969.55,2970.0,2968.95,2969.75,11039
2024-04-01 15:19:00,2969.8,2969.85,2969.0,2969.0,7535
2024-04-01 15:20:00,2969.0,2969.35,2965.2,2966.05,25443
2024-04-01 15:21:00,2966.05,2968.1,2966.05,2966.9,16826
2024-04-01 15:22:00,2967.1,2967.1,2966.0,2966.8,13283
2024-04-01 15:23:00,2966.75,2968.1,2966.65,2968.1,16433
2024-04-01 15:24:00,2968.05,2969.35,2967.05,2968.55,21632
2024-04-01 15:25:00,2968.5,2968.5,2967.0,2968.1,7830
2024-04-01 15:26:00,2968.1,2968.9,2967.0,2968.9,7911
2024-04-01 15:27:00,2968.9,2969.45,2968.75,2969.25,13424
2024-04-01 15:28:00,2969.05,2969.95,2968.0,2969.95,12377
2024-04-01 15:29:00,2969.95,2974.8,2969.0,2974.8,24704
2024-04-02 09:15:00,2968.0,2968.0,2961.0,2964.1,90856
2024-04-02 09:16:00,2962.15,2964.1,2960.05,2963.65,18601
2024-04-02 09:17:00,2963.7,2965.4,2961.2,2963.0,23643
2024-04-02 09:18:00,2964.1,2964.2,2960.3,2963.85,22924
2024-04-02 09:19:00,2963.15,2964.4,2961.75,2963.6,20151
2024-04-02 09:20:00,2963.6,2964.35,2963.5,2964.0,18670
2024-04-02 09:21:00,2964.0,2965.1,2963.5,2964.55,17596
2024-04-02 09:22:00,2965.0,2969.55,2965.0,2968.6,18805
2024-04-02 09:23:00,2968.6,2972.6,2967.7,2971.2,20706
2024-04-02 09:24:00,2972.0,2980.0,2971.75,2979.4,28833
2024-04-02 09:25:00,2978.4,2983.05,2977.1,2981.0,28102
2024-04-02 09:26:00,2981.0,2981.9,2978.1,2980.0,29829
2024-04-02 09:27:00,2980.1,2980.1,2976.0,2976.55,23054
